TOP[Pa]	TIT[K]	Efficiency[-]	Net_sp_work[J/kgCO2]	TOT[K]
4600000.000000	1150.000000	0.527600	253963.582000	901.356946	
4600000.000000	1155.000000	0.529000	255286.937000	905.069989	
4600000.000000	1160.000000	0.530500	256609.439000	908.780662	
4600000.000000	1165.000000	0.531900	257931.040000	912.488824	
4600000.000000	1170.000000	0.533300	259251.354000	916.194339	
4600000.000000	1175.000000	0.534700	260571.019000	919.897129	
4600000.000000	1180.000000	0.536100	261889.673000	923.597086	
4600000.000000	1185.000000	0.537500	263207.288000	927.294128	
4600000.000000	1190.000000	0.538800	264523.840000	930.988178	
4600000.000000	1195.000000	0.540200	265839.309000	934.679171	
4600000.000000	1200.000000	0.541600	267153.677000	938.367046	
4600000.000000	1205.000000	0.542900	268466.928000	942.051749	
4600000.000000	1210.000000	0.544200	269779.052000	945.733228	
4600000.000000	1215.000000	0.545600	271090.028000	949.411443	
4600000.000000	1220.000000	0.546900	272399.850000	953.086351	
4600000.000000	1225.000000	0.548200	273708.508000	956.757916	
4600000.000000	1230.000000	0.549500	275015.995000	960.426102	
4600000.000000	1235.000000	0.550800	276322.302000	964.090879	
4600000.000000	1240.000000	0.552100	277627.423000	967.752218	
4600000.000000	1245.000000	0.553400	278931.389000	971.410081	
4600000.000000	1250.000000	0.554700	280234.124000	975.064466	
4600000.000000	1255.000000	0.556000	281535.660000	978.715341	
4600000.000000	1260.000000	0.557300	282833.983000	982.364136	
4600000.000000	1265.000000	0.558500	284133.019000	986.007990	
4600000.000000	1270.000000	0.559800	285430.842000	989.648278	
4600000.000000	1275.000000	0.561000	286727.451000	993.284982	
4600000.000000	1280.000000	0.562300	288022.850000	996.918086	
4600000.000000	1285.000000	0.563500	289316.664000	1000.547605	
4600000.000000	1290.000000	0.564700	290609.601000	1004.173471	
4600000.000000	1295.000000	0.566000	291901.316000	1007.795698	
4600000.000000	1300.000000	0.567200	293191.810000	1011.414274	
4600000.000000	1305.000000	0.568400	294481.080000	1015.029188	
4600000.000000	1310.000000	0.569600	295769.128000	1018.640431	
4600000.000000	1315.000000	0.570800	297055.966000	1022.247991	
4600000.000000	1320.000000	0.572000	298341.571000	1025.851862	
4600000.000000	1325.000000	0.573100	299625.953000	1029.452034	
4600000.000000	1330.000000	0.574300	300909.112000	1033.048499	
4600000.000000	1335.000000	0.575500	302191.049000	1036.641249	
4600000.000000	1340.000000	0.576700	303471.764000	1040.230279	
4600000.000000	1345.000000	0.577800	304751.255000	1043.815581	
4600000.000000	1350.000000	0.579000	306029.528000	1047.397149	
4600000.000000	1355.000000	0.580100	307306.580000	1050.974978	
4600000.000000	1360.000000	0.581200	308582.432000	1054.549060	
4600000.000000	1365.000000	0.582400	309857.043000	1058.119393	
4600000.000000	1370.000000	0.583500	311130.436000	1061.685970	
4600000.000000	1375.000000	0.584600	312402.613000	1065.248788	
4600000.000000	1380.000000	0.585700	313674.025000	1068.807994	
4600000.000000	1385.000000	0.586800	314943.791000	1072.363289	
4600000.000000	1390.000000	0.587900	316212.348000	1075.914811	
4600000.000000	1395.000000	0.589000	317479.691000	1079.462557	
4600000.000000	1400.000000	0.590100	318745.914000	1083.006516	
4600000.000000	1405.000000	0.591200	320010.976000	1086.546687	
4600000.000000	1410.000000	0.592300	321274.831000	1090.083073	
4600000.000000	1415.000000	0.593400	322537.472000	1093.615671	
4600000.000000	1420.000000	0.594400	323798.929000	1097.144475	
4600000.000000	1425.000000	0.595500	325059.176000	1100.669486	
4600000.000000	1430.000000	0.596600	326318.221000	1104.190700	
4600000.000000	1435.000000	0.597600	327575.598000	1107.707924	
4600000.000000	1440.000000	0.598600	328832.258000	1111.221539	
4600000.000000	1445.000000	0.599700	330087.723000	1114.731352	
4600000.000000	1450.000000	0.600600	331350.215000	1118.236706	
4600000.000000	1455.000000	0.601600	332602.808000	1121.738951	
4600000.000000	1460.000000	0.602700	333854.202000	1125.237386	
4600000.000000	1465.000000	0.603700	335104.399000	1128.732011	
4600000.000000	1470.000000	0.604700	336353.399000	1132.222823	
4600000.000000	1475.000000	0.605700	337601.205000	1135.709821	
4600000.000000	1480.000000	0.606700	338847.816000	1139.193003	
4600000.000000	1485.000000	0.607700	340093.234000	1142.672368	
4600000.000000	1490.000000	0.608900	341328.131000	1146.146918	
4600000.000000	1495.000000	0.609900	342572.350000	1149.618749	
4600000.000000	1500.000000	0.610700	343825.595000	1153.087207	
4600000.000000	1505.000000	0.610300	345159.417000	1156.544784	
4600000.000000	1510.000000	0.609500	346517.302000	1159.996827	
4600000.000000	1515.000000	0.608600	347875.574000	1163.445136	
4600000.000000	1520.000000	0.607800	349234.344000	1166.889709	
4600000.000000	1525.000000	0.607000	350593.417000	1170.330562	
4600000.000000	1530.000000	0.606200	351952.907000	1173.767691	
4600000.000000	1535.000000	0.605400	353312.824000	1177.201098	
4600000.000000	1540.000000	0.604600	354673.178000	1180.630786	
4600000.000000	1545.000000	0.603800	356033.980000	1184.056759	
4600000.000000	1550.000000	0.602900	357395.238000	1187.479018	
4600000.000000	1555.000000	0.602100	358756.965000	1190.897568	
4600000.000000	1560.000000	0.601300	360119.168000	1194.312411	
4600000.000000	1565.000000	0.600400	361481.860000	1197.723551	
4600000.000000	1570.000000	0.599600	362845.050000	1201.130990	
4600000.000000	1575.000000	0.598800	364208.748000	1204.534732	
4600000.000000	1580.000000	0.597900	365572.965000	1207.934780	
4600000.000000	1585.000000	0.597100	366937.710000	1211.331138	
4600000.000000	1590.000000	0.596200	368302.995000	1214.723808	
4600000.000000	1595.000000	0.595400	369668.828000	1218.112794	
4600000.000000	1600.000000	0.594600	371035.221000	1221.498099	
4600000.000000	1605.000000	0.593700	372402.183000	1224.879727	
4600000.000000	1610.000000	0.592900	373769.726000	1228.257682	
4600000.000000	1615.000000	0.591900	375146.133000	1231.631540	
4600000.000000	1620.000000	0.591100	376510.758000	1235.002373	
4600000.000000	1625.000000	0.590300	377876.039000	1238.369074	
4600000.000000	1630.000000	0.589400	379252.772000	1241.732496	
4600000.000000	1635.000000	0.588500	380623.034000	1245.092089	
4600000.000000	1640.000000	0.587700	381987.315000	1248.448409	
4600000.000000	1645.000000	0.586900	383359.190000	1251.800745	
4600000.000000	1650.000000	0.586000	384731.727000	1255.149436	
4600000.000000	1655.000000	0.585100	386104.937000	1258.494485	
4600000.000000	1660.000000	0.584300	387478.830000	1261.835898	
4600000.000000	1665.000000	0.583400	388853.416000	1265.173676	
4600000.000000	1670.000000	0.582500	390228.705000	1268.507825	
4600000.000000	1675.000000	0.581700	391604.708000	1271.838347	
4600000.000000	1680.000000	0.580800	392981.436000	1275.165248	
4600000.000000	1685.000000	0.579900	394358.898000	1278.488530	
4600000.000000	1690.000000	0.579100	395737.105000	1281.808197	
4600000.000000	1695.000000	0.578200	397116.068000	1285.124254	
4600000.000000	1700.000000	0.577300	398495.797000	1288.436704	
4600000.000000	1705.000000	0.576400	399876.303000	1291.745552	
4600000.000000	1710.000000	0.575600	401257.595000	1295.050801	
4600000.000000	1715.000000	0.574700	402639.685000	1298.352455	
4600000.000000	1720.000000	0.573800	404022.584000	1301.650519	
4600000.000000	1725.000000	0.572900	405406.300000	1304.944996	
4600000.000000	1730.000000	0.572100	406790.846000	1308.235890	
4600000.000000	1735.000000	0.571200	408176.232000	1311.523206	
4600000.000000	1740.000000	0.570300	409562.468000	1314.806947	
4600000.000000	1745.000000	0.569400	410949.565000	1318.087119	
4600000.000000	1750.000000	0.568600	412337.533000	1321.363724	
4600000.000000	1755.000000	0.567700	413726.384000	1324.636767	
4600000.000000	1760.000000	0.566800	415116.128000	1327.906252	
4600000.000000	1765.000000	0.565900	416506.775000	1331.172184	
4600000.000000	1770.000000	0.565100	417898.336000	1334.434566	
4600000.000000	1775.000000	0.564200	419290.823000	1337.693403	
4600000.000000	1780.000000	0.563300	420684.245000	1340.948699	
4600000.000000	1785.000000	0.562400	422078.613000	1344.200458	
4600000.000000	1790.000000	0.561500	423473.939000	1347.448685	
4600000.000000	1795.000000	0.560700	424870.233000	1350.693383	
4600000.000000	1800.000000	0.559800	426267.506000	1353.934558	
4600000.000000	1805.000000	0.558900	427665.769000	1357.172213	
4600000.000000	1810.000000	0.558000	429065.032000	1360.406353	
4600000.000000	1815.000000	0.557100	430465.969000	1363.638443	
4600000.000000	1820.000000	0.556300	431867.288000	1366.865609	
4600000.000000	1825.000000	0.555400	433269.640000	1370.089273	
4600000.000000	1830.000000	0.554500	434673.038000	1373.309441	
4600000.000000	1835.000000	0.553600	436077.491000	1376.526116	
4600000.000000	1840.000000	0.552800	437483.012000	1379.739303	
4600000.000000	1845.000000	0.551900	438889.610000	1382.949006	
4600000.000000	1850.000000	0.551000	440297.312000	1386.155235	
4600000.000000	1855.000000	0.550100	441706.100000	1389.357985	
4600000.000000	1860.000000	0.549200	443115.999000	1392.557264	
4600000.000000	1865.000000	0.548400	444527.021000	1395.753078	
4600000.000000	1870.000000	0.547500	445939.176000	1398.945431	
4600000.000000	1875.000000	0.546600	447352.476000	1402.134327	
4600000.000000	1880.000000	0.545700	448766.932000	1405.319770	
4600000.000000	1885.000000	0.544900	450182.556000	1408.501767	
4600000.000000	1890.000000	0.544000	451599.358000	1411.680320	
4600000.000000	1895.000000	0.543100	453017.350000	1414.855435	
4600000.000000	1900.000000	0.542300	454436.543000	1418.027116	
4600000.000000	1905.000000	0.541400	455856.949000	1421.195368	
4600000.000000	1910.000000	0.540500	457278.579000	1424.360196	
4600000.000000	1915.000000	0.539600	458701.445000	1427.521603	
4600000.000000	1920.000000	0.538800	460125.558000	1430.679595	
4600000.000000	1925.000000	0.537900	461550.930000	1433.834177	
4600000.000000	1930.000000	0.537000	462977.461000	1436.985352	
4600000.000000	1935.000000	0.536200	464405.387000	1440.133127	
4600000.000000	1940.000000	0.535300	465834.605000	1443.277507	
4600000.000000	1945.000000	0.534400	467265.129000	1446.418493	
4600000.000000	1950.000000	0.533600	468696.969000	1449.556092	
4600000.000000	1955.000000	0.532700	470130.138000	1452.690309	
4600000.000000	1960.000000	0.531800	471564.648000	1455.821148	
4600000.000000	1965.000000	0.531000	473000.509000	1458.948615	
4600000.000000	1970.000000	0.530100	474437.734000	1462.072714	
4600000.000000	1975.000000	0.529200	475876.334000	1465.193450	
4600000.000000	1980.000000	0.528400	477316.322000	1468.310827	
4600000.000000	1985.000000	0.527500	478757.709000	1471.424850	
4600000.000000	1990.000000	0.526700	480200.508000	1474.535525	
4600000.000000	1995.000000	0.525800	481644.730000	1477.642857	
4600000.000000	2000.000000	0.525000	483090.388000	1480.746849	
4800000.000000	1000.000000	0.475600	207242.916000	786.771362	
4800000.000000	1005.000000	0.477600	208751.231000	791.039849	
4800000.000000	1010.000000	0.479500	210258.878000	795.307341	
4800000.000000	1015.000000	0.481400	211765.936000	799.573843	
4800000.000000	1020.000000	0.483400	213272.398000	803.839372	
4800000.000000	1025.000000	0.485300	214778.286000	808.103940	
4800000.000000	1030.000000	0.487200	216283.619000	812.367560	
4800000.000000	1035.000000	0.489000	217788.417000	816.630243	
4800000.000000	1040.000000	0.490900	219292.701000	820.892001	
4800000.000000	1045.000000	0.492800	220796.489000	825.152846	
4800000.000000	1050.000000	0.494600	222299.799000	829.412790	
4800000.000000	1055.000000	0.496500	223802.650000	833.671843	
4800000.000000	1060.000000	0.498300	225305.060000	837.930016	
4800000.000000	1065.000000	0.500100	226807.331000	842.187282	
4800000.000000	1070.000000	0.501900	228308.921000	846.443725	
4800000.000000	1075.000000	0.503600	229706.016000	850.435624	
4800000.000000	1080.000000	0.505100	230971.091000	854.093221	
4800000.000000	1085.000000	0.506600	232252.048000	857.791134	
4800000.000000	1090.000000	0.508100	233539.800000	861.506323	
4800000.000000	1095.000000	0.509600	234831.356000	865.231191	
4800000.000000	1100.000000	0.511100	236125.221000	868.961926	
4800000.000000	1105.000000	0.512600	237420.503000	872.696249	
4800000.000000	1110.000000	0.514100	238716.619000	876.432654	
4800000.000000	1115.000000	0.515600	240013.156000	880.170077	
4800000.000000	1120.000000	0.517000	241309.812000	883.907731	
4800000.000000	1125.000000	0.518500	242606.358000	887.645013	
4800000.000000	1130.000000	0.520000	243902.614000	891.380694	
4800000.000000	1135.000000	0.521400	245198.437000	895.116648	
4800000.000000	1140.000000	0.522900	246493.712000	898.850305	
4800000.000000	1145.000000	0.524400	247781.871000	902.582967	
4800000.000000	1150.000000	0.525900	249075.690000	906.312798	
4800000.000000	1155.000000	0.527300	250368.719000	910.040415	
4800000.000000	1160.000000	0.528700	251660.901000	913.765657	
4800000.000000	1165.000000	0.530100	252952.188000	917.488383	
4800000.000000	1170.000000	0.531500	254242.539000	921.208472	
4800000.000000	1175.000000	0.532900	255531.575000	924.925796	
4800000.000000	1180.000000	0.534300	256819.939000	928.640297	
4800000.000000	1185.000000	0.535700	258107.273000	932.351874	
4800000.000000	1190.000000	0.537000	259393.555000	936.060452	
4800000.000000	1195.000000	0.538400	260678.763000	939.765964	
4800000.000000	1200.000000	0.539700	261962.882000	943.468348	
4800000.000000	1205.000000	0.541100	263245.894000	947.167551	
4800000.000000	1210.000000	0.542400	264527.787000	950.863523	
4800000.000000	1215.000000	0.543800	265808.553000	954.556216	
4800000.000000	1220.000000	0.545100	267088.172000	958.245594	
4800000.000000	1225.000000	0.546400	268366.641000	961.931617	
4800000.000000	1230.000000	0.547700	269642.028000	965.615651	
4800000.000000	1235.000000	0.549000	270918.084000	969.294927	
4800000.000000	1240.000000	0.550300	272192.965000	972.970755	
4800000.000000	1245.000000	0.551600	273466.698000	976.643097	
4800000.000000	1250.000000	0.552900	274739.214000	980.311953	
4800000.000000	1255.000000	0.554100	276010.539000	983.977288	
4800000.000000	1260.000000	0.555400	277280.671000	987.639081	
4800000.000000	1265.000000	0.556600	278549.607000	991.297313	
4800000.000000	1270.000000	0.557900	279817.344000	994.951965	
4800000.000000	1275.000000	0.559100	281083.880000	998.603022	
4800000.000000	1280.000000	0.560400	282349.222000	1002.250467	
4800000.000000	1285.000000	0.561600	283613.005000	1005.894312	
4800000.000000	1290.000000	0.562800	284875.911000	1009.534493	
4800000.000000	1295.000000	0.564000	286137.610000	1013.171021	
4800000.000000	1300.000000	0.565200	287398.101000	1016.803886	
4800000.000000	1305.000000	0.566500	288657.383000	1020.433076	
4800000.000000	1310.000000	0.567600	289915.457000	1024.058580	
4800000.000000	1315.000000	0.568800	291172.334000	1027.680389	
4800000.000000	1320.000000	0.570000	292427.994000	1031.298495	
4800000.000000	1325.000000	0.571200	293682.445000	1034.912888	
4800000.000000	1330.000000	0.572400	294935.688000	1038.523560	
4800000.000000	1335.000000	0.573500	296187.722000	1042.130504	
4800000.000000	1340.000000	0.574700	297438.550000	1045.733713	
4800000.000000	1345.000000	0.575800	298688.168000	1049.333181	
4800000.000000	1350.000000	0.577000	299936.582000	1052.928900	
4800000.000000	1355.000000	0.578100	301183.791000	1056.520865	
4800000.000000	1360.000000	0.579300	302429.794000	1060.109071	
4800000.000000	1365.000000	0.580400	303674.595000	1063.693511	
4800000.000000	1370.000000	0.581500	304918.192000	1067.274182	
4800000.000000	1375.000000	0.582600	306160.588000	1070.851078	
4800000.000000	1380.000000	0.583700	307401.778000	1074.424194	
4800000.000000	1385.000000	0.584800	308642.229000	1077.993692	
4800000.000000	1390.000000	0.585900	309881.048000	1081.559247	
4800000.000000	1395.000000	0.587000	311118.665000	1085.121013	
4800000.000000	1400.000000	0.588100	312355.148000	1088.678978	
4800000.000000	1405.000000	0.589200	313590.512000	1092.233139	
4800000.000000	1410.000000	0.590300	314824.676000	1095.783499	
4800000.000000	1415.000000	0.591300	316057.670000	1099.330054	
4800000.000000	1420.000000	0.592400	317289.466000	1102.872803	
4800000.000000	1425.000000	0.593500	318520.075000	1106.411741	
4800000.000000	1430.000000	0.594500	319749.033000	1109.946675	
4800000.000000	1435.000000	0.595600	320977.282000	1113.477988	
4800000.000000	1440.000000	0.596600	322204.349000	1117.005484	
4800000.000000	1445.000000	0.597600	323430.237000	1120.529162	
4800000.000000	1450.000000	0.598500	324663.133000	1124.047791	
4800000.000000	1455.000000	0.599600	325886.169000	1127.564375	
4800000.000000	1460.000000	0.600600	327108.020000	1131.077083	
