TOP[Pa]	TIT[K]	Efficiency[-]	Net_sp_work[J/kgCO2]	TOT[K]
4000000.000000	1895.000000	0.542100	472655.281000	1392.077058	
4000000.000000	1900.000000	0.541300	474187.304000	1395.206772	
4000000.000000	1905.000000	0.540600	475720.842000	1398.333105	
4000000.000000	1910.000000	0.539800	477255.559000	1401.456064	
4000000.000000	1915.000000	0.539000	478791.643000	1404.575653	
4000000.000000	1920.000000	0.538300	480329.018000	1407.691876	
4000000.000000	1925.000000	0.537500	481867.879000	1410.804737	
4000000.000000	1930.000000	0.536700	483408.145000	1413.914241	
4000000.000000	1935.000000	0.536000	484949.830000	1417.020393	
4000000.000000	1940.000000	0.535200	486492.946000	1420.123197	
4000000.000000	1945.000000	0.534400	488037.504000	1423.222660	
4000000.000000	1950.000000	0.533700	489583.518000	1426.318784	
4000000.000000	1955.000000	0.532900	491131.001000	1429.411576	
4000000.000000	1960.000000	0.532100	492679.964000	1432.501039	
4000000.000000	1965.000000	0.531400	494230.420000	1435.587179	
4000000.000000	1970.000000	0.530600	495782.383000	1438.670000	
4000000.000000	1975.000000	0.529800	497335.864000	1441.749507	
4000000.000000	1980.000000	0.529100	498890.877000	1444.825706	
4000000.000000	1985.000000	0.528300	500447.434000	1447.898599	
4000000.000000	1990.000000	0.527500	502005.549000	1450.968194	
4000000.000000	1995.000000	0.526800	503565.233000	1454.034494	
4000000.000000	2000.000000	0.526000	505126.500000	1457.097504	
4200000.000000	1000.000000	0.460000	210057.383000	772.794834	
4200000.000000	1005.000000	0.462100	211673.804000	777.010155	
4200000.000000	1010.000000	0.464100	213289.610000	781.224448	
4200000.000000	1015.000000	0.466100	214904.824000	785.437725	
4200000.000000	1020.000000	0.468200	216519.469000	789.649999	
4200000.000000	1025.000000	0.470200	218133.566000	793.861284	
4200000.000000	1030.000000	0.472100	219747.136000	798.071594	
4200000.000000	1035.000000	0.474100	221360.202000	802.280939	
4200000.000000	1040.000000	0.476100	222972.783000	806.489334	
4200000.000000	1045.000000	0.478000	224584.899000	810.696789	
4200000.000000	1050.000000	0.480000	226196.571000	814.903317	
4200000.000000	1055.000000	0.481900	227808.118000	819.108889	
4200000.000000	1060.000000	0.483800	229418.969000	823.313596	
4200000.000000	1065.000000	0.485700	231029.430000	827.517409	
4200000.000000	1070.000000	0.487600	232639.521000	831.720340	
4200000.000000	1075.000000	0.489300	234137.945000	835.662900	
4200000.000000	1080.000000	0.490900	235495.257000	839.276448	
4200000.000000	1085.000000	0.492500	236869.597000	842.929640	
4200000.000000	1090.000000	0.494100	238251.250000	846.599804	
4200000.000000	1095.000000	0.495700	239637.018000	850.279463	
4200000.000000	1100.000000	0.497300	241025.302000	853.964867	
4200000.000000	1105.000000	0.498800	242415.151000	857.653773	
4200000.000000	1110.000000	0.500500	243799.686000	861.345509	
4200000.000000	1115.000000	0.502100	245190.886000	865.037417	
4200000.000000	1120.000000	0.503600	246582.260000	868.729524	
4200000.000000	1125.000000	0.505200	247973.561000	872.421237	
4200000.000000	1130.000000	0.506700	249364.598000	876.112089	
4200000.000000	1135.000000	0.508200	250755.217000	879.801704	
4200000.000000	1140.000000	0.509700	252145.297000	883.489772	
4200000.000000	1145.000000	0.511200	253534.732000	887.176036	
4200000.000000	1150.000000	0.512700	254923.438000	890.860281	
4200000.000000	1155.000000	0.514200	256311.344000	894.542322	
4200000.000000	1160.000000	0.515700	257698.390000	898.222002	
4200000.000000	1165.000000	0.517200	259084.166000	901.899171	
4200000.000000	1170.000000	0.518700	260469.330000	905.573728	
4200000.000000	1175.000000	0.520100	261853.500000	909.245560	
4200000.000000	1180.000000	0.521600	263236.642000	912.914575	
4200000.000000	1185.000000	0.523000	264618.728000	916.580690	
4200000.000000	1190.000000	0.524400	265999.733000	920.243831	
4200000.000000	1195.000000	0.525900	267379.634000	923.903932	
4200000.000000	1200.000000	0.527300	268758.414000	927.560934	
4200000.000000	1205.000000	0.528700	270136.059000	931.214782	
4200000.000000	1210.000000	0.530100	271512.545000	934.865430	
4200000.000000	1215.000000	0.531500	272887.865000	938.512833	
4200000.000000	1220.000000	0.532900	274262.007000	942.156950	
4200000.000000	1225.000000	0.534200	275634.960000	945.797747	
4200000.000000	1230.000000	0.535600	277006.717000	949.435188	
4200000.000000	1235.000000	0.537000	278377.268000	953.069243	
4200000.000000	1240.000000	0.538300	279746.645000	956.699872	
4200000.000000	1245.000000	0.539700	281114.769000	960.327073	
4200000.000000	1250.000000	0.541000	282481.671000	963.950811	
4200000.000000	1255.000000	0.542300	283847.345000	967.571063	
4200000.000000	1260.000000	0.543700	285211.788000	971.187809	
4200000.000000	1265.000000	0.545000	286574.996000	974.801029	
4200000.000000	1270.000000	0.546300	287936.967000	978.410708	
4200000.000000	1275.000000	0.547600	289297.699000	982.016828	
4200000.000000	1280.000000	0.548900	290656.826000	985.619402	
4200000.000000	1285.000000	0.550200	292015.054000	989.218361	
4200000.000000	1290.000000	0.551400	293372.037000	992.813719	
4200000.000000	1295.000000	0.552700	294727.773000	996.405464	
4200000.000000	1300.000000	0.554000	296082.262000	999.993584	
4200000.000000	1305.000000	0.555200	297435.503000	1003.578069	
4200000.000000	1310.000000	0.556500	298787.494000	1007.158909	
4200000.000000	1315.000000	0.557700	300138.254000	1010.736093	
4200000.000000	1320.000000	0.559000	301485.577000	1014.311166	
4200000.000000	1325.000000	0.560200	302833.739000	1017.881079	
4200000.000000	1330.000000	0.561400	304180.634000	1021.447316	
4200000.000000	1335.000000	0.562700	305526.297000	1025.009868	
4200000.000000	1340.000000	0.563900	306870.774000	1028.568725	
4200000.000000	1345.000000	0.565100	308214.040000	1032.123882	
4200000.000000	1350.000000	0.566300	309555.999000	1035.675339	
4200000.000000	1355.000000	0.567500	310896.649000	1039.223091	
4200000.000000	1360.000000	0.568600	312236.059000	1042.767128	
4200000.000000	1365.000000	0.569800	313574.204000	1046.307446	
4200000.000000	1370.000000	0.571000	314911.116000	1049.844039	
4200000.000000	1375.000000	0.572200	316246.780000	1053.376904	
4200000.000000	1380.000000	0.573300	317581.199000	1056.906036	
4200000.000000	1385.000000	0.574500	318914.373000	1060.431431	
4200000.000000	1390.000000	0.575600	320246.791000	1063.953247	
4200000.000000	1395.000000	0.576800	321577.502000	1067.471168	
4200000.000000	1400.000000	0.577900	322906.974000	1070.985342	
4200000.000000	1405.000000	0.579000	324235.302000	1074.495756	
4200000.000000	1410.000000	0.580200	325562.434000	1078.002413	
4200000.000000	1415.000000	0.581300	326888.333000	1081.505315	
4200000.000000	1420.000000	0.582400	328212.998000	1085.004457	
4200000.000000	1425.000000	0.583500	329536.432000	1088.499839	
4200000.000000	1430.000000	0.584600	330858.136000	1091.991269	
4200000.000000	1435.000000	0.585700	332179.120000	1095.479122	
4200000.000000	1440.000000	0.586800	333498.878000	1098.963208	
4200000.000000	1445.000000	0.587900	334817.412000	1102.444461	
4200000.000000	1450.000000	0.588900	336134.722000	1105.920967	
4200000.000000	1455.000000	0.589900	337458.777000	1109.393059	
4200000.000000	1460.000000	0.591000	338773.161000	1112.862061	
4200000.000000	1465.000000	0.592000	340086.319000	1116.327287	
4200000.000000	1470.000000	0.593100	341398.250000	1119.788735	
4200000.000000	1475.000000	0.594200	342708.956000	1123.246403	
4200000.000000	1480.000000	0.595200	344018.438000	1126.700290	
4200000.000000	1485.000000	0.596300	345326.698000	1130.150394	
4200000.000000	1490.000000	0.597300	346634.141000	1133.596706	
4200000.000000	1495.000000	0.598400	347930.813000	1137.038409	
4200000.000000	1500.000000	0.599400	349238.438000	1140.477502	
4200000.000000	1505.000000	0.599200	350632.266000	1143.906766	
4200000.000000	1510.000000	0.598600	352058.424000	1147.329053	
4200000.000000	1515.000000	0.597900	353485.017000	1150.747636	
4200000.000000	1520.000000	0.597100	354919.355000	1154.162004	
4200000.000000	1525.000000	0.596500	356342.647000	1157.573484	
4200000.000000	1530.000000	0.595900	357766.391000	1160.981262	
4200000.000000	1535.000000	0.595100	359201.860000	1164.384576	
4200000.000000	1540.000000	0.594400	360630.864000	1167.784677	
4200000.000000	1545.000000	0.593800	362054.298000	1171.181494	
4200000.000000	1550.000000	0.593100	363484.232000	1174.574225	
4200000.000000	1555.000000	0.592400	364914.685000	1177.963274	
4200000.000000	1560.000000	0.591700	366345.669000	1181.348646	
4200000.000000	1565.000000	0.591000	367777.194000	1184.730343	
4200000.000000	1570.000000	0.590300	369209.270000	1188.108368	
4200000.000000	1575.000000	0.589500	370641.910000	1191.482725	
4200000.000000	1580.000000	0.588800	372075.122000	1194.853417	
4200000.000000	1585.000000	0.588100	373508.917000	1198.220448	
4200000.000000	1590.000000	0.587400	374943.307000	1201.583821	
4200000.000000	1595.000000	0.586700	376378.302000	1204.943538	
4200000.000000	1600.000000	0.585900	377813.913000	1208.299605	
4200000.000000	1605.000000	0.585200	379250.150000	1211.652024	
4200000.000000	1610.000000	0.584500	380687.024000	1215.000800	
4200000.000000	1615.000000	0.583700	382124.545000	1218.345934	
4200000.000000	1620.000000	0.583000	383562.725000	1221.687432	
4200000.000000	1625.000000	0.582300	385001.575000	1225.025296	
4200000.000000	1630.000000	0.581500	386441.104000	1228.359531	
4200000.000000	1635.000000	0.580800	387880.902000	1231.690094	
4200000.000000	1640.000000	0.580000	389321.810000	1235.017078	
4200000.000000	1645.000000	0.579300	390763.430000	1238.340443	
4200000.000000	1650.000000	0.578500	392205.772000	1241.660194	
4200000.000000	1655.000000	0.577800	393648.848000	1244.976334	
4200000.000000	1660.000000	0.577000	395092.668000	1248.288867	
4200000.000000	1665.000000	0.576300	396537.244000	1251.597796	
4200000.000000	1670.000000	0.575500	397982.585000	1254.903126	
4200000.000000	1675.000000	0.574700	399428.703000	1258.204860	
4200000.000000	1680.000000	0.574000	400875.609000	1261.503003	
4200000.000000	1685.000000	0.573200	402323.313000	1264.797558	
4200000.000000	1690.000000	0.572400	403771.827000	1268.088529	
4200000.000000	1695.000000	0.571700	405221.161000	1271.375920	
4200000.000000	1700.000000	0.570900	406671.232000	1274.660453	
4200000.000000	1705.000000	0.570100	408122.334000	1277.939979	
4200000.000000	1710.000000	0.569400	409574.194000	1281.216654	
4200000.000000	1715.000000	0.568600	411026.918000	1284.489766	
4200000.000000	1720.000000	0.567800	412480.518000	1287.759318	
4200000.000000	1725.000000	0.567100	413935.004000	1291.025315	
4200000.000000	1730.000000	0.566300	415390.387000	1294.287759	
4200000.000000	1735.000000	0.565500	416846.678000	1297.546657	
4200000.000000	1740.000000	0.564700	418303.888000	1300.802011	
4200000.000000	1745.000000	0.563900	419762.029000	1304.053826	
4200000.000000	1750.000000	0.563200	421221.111000	1307.302107	
4200000.000000	1755.000000	0.562400	422681.146000	1310.546856	
4200000.000000	1760.000000	0.561600	424142.144000	1313.788079	
4200000.000000	1765.000000	0.560800	425604.117000	1317.025780	
4200000.000000	1770.000000	0.560000	427067.076000	1320.259963	
4200000.000000	1775.000000	0.559300	428531.032000	1323.490632	
4200000.000000	1780.000000	0.558500	429995.997000	1326.717791	
4200000.000000	1785.000000	0.557700	431461.981000	1329.941445	
4200000.000000	1790.000000	0.556900	432928.996000	1333.161598	
4200000.000000	1795.000000	0.556100	434397.054000	1336.378255	
4200000.000000	1800.000000	0.555300	435866.165000	1339.591419	
4200000.000000	1805.000000	0.554500	437336.341000	1342.801095	
4200000.000000	1810.000000	0.553700	438808.281000	1346.008730	
4200000.000000	1815.000000	0.553000	440280.644000	1349.211487	
4200000.000000	1820.000000	0.552200	441754.107000	1352.410770	
4200000.000000	1825.000000	0.551400	443228.836000	1355.606581	
4200000.000000	1830.000000	0.550600	444704.528000	1358.798930	
4200000.000000	1835.000000	0.549800	446181.353000	1361.987818	
4200000.000000	1840.000000	0.549000	447659.324000	1365.173250	
4200000.000000	1845.000000	0.548200	449138.468000	1368.355235	
4200000.000000	1850.000000	0.547400	450618.766000	1371.533769	
4200000.000000	1855.000000	0.546600	452100.243000	1374.708859	
4200000.000000	1860.000000	0.545800	453582.818000	1377.880513	
4200000.000000	1865.000000	0.545000	455066.694000	1381.048731	
4200000.000000	1870.000000	0.544300	456551.784000	1384.213521	
4200000.000000	1875.000000	0.543500	458038.102000	1387.374885	
4200000.000000	1880.000000	0.542700	459525.658000	1390.532830	
4200000.000000	1885.000000	0.541900	461014.465000	1393.687359	
4200000.000000	1890.000000	0.541100	462504.535000	1396.838477	
4200000.000000	1895.000000	0.540300	463995.878000	1399.986188	
4200000.000000	1900.000000	0.539500	465488.507000	1403.130499	
4200000.000000	1905.000000	0.538700	466982.435000	1406.271411	
4200000.000000	1910.000000	0.537900	468477.672000	1409.408932	
4200000.000000	1915.000000	0.537100	469974.232000	1412.543065	
4200000.000000	1920.000000	0.536300	471472.123000	1415.673816	
4200000.000000	1925.000000	0.535500	472971.362000	1418.801187	
4200000.000000	1930.000000	0.534800	474471.959000	1421.925184	
4200000.000000	1935.000000	0.534000	475973.927000	1425.045813	
4200000.000000	1940.000000	0.533200	477477.276000	1428.163076	
4200000.000000	1945.000000	0.532400	478982.021000	1431.276981	
4200000.000000	1950.000000	0.531600	480488.172000	1434.387530	
4200000.000000	1955.000000	0.530800	481995.649000	1437.494729	
4200000.000000	1960.000000	0.530000	483504.650000	1440.598583	
4200000.000000	1965.000000	0.529200	485015.095000	1443.699097	
4200000.000000	1970.000000	0.528400	486526.996000	1446.796274	
4200000.000000	1975.000000	0.527600	488040.366000	1449.890121	
4200000.000000	1980.000000	0.526900	489555.216000	1452.980641	
4200000.000000	1985.000000	0.526100	491071.559000	1456.067840	
4200000.000000	1990.000000	0.525300	492589.409000	1459.151723	
4200000.000000	1995.000000	0.524500	494108.777000	1462.232294	
4200000.000000	2000.000000	0.523700	495629.675000	1465.309558	
4400000.000000	1000.000000	0.478500	215125.461000	777.632646	
4400000.000000	1005.000000	0.480500	216704.355000	781.866454	
4400000.000000	1010.000000	0.482500	218282.625000	786.099242	
4400000.000000	1015.000000	0.484400	219860.293000	790.331024	
4400000.000000	1020.000000	0.486400	221437.381000	794.561812	
4400000.000000	1025.000000	0.488300	223013.912000	798.791620	
4400000.000000	1030.000000	0.490200	224589.905000	803.020460	
4400000.000000	1035.000000	0.492100	226165.382000	807.248345	
4400000.000000	1040.000000	0.494000	227740.363000	811.475287	
4400000.000000	1045.000000	0.495900	229314.868000	815.701299	
4400000.000000	1050.000000	0.497800	230888.915000	819.926391	
4400000.000000	1055.000000	0.499600	232462.524000	824.150575	
4400000.000000	1060.000000	0.501500	234036.013000	828.373822	
4400000.000000	1065.000000	0.503300	235608.812000	832.596223	
4400000.000000	1070.000000	0.505100	237181.226000	836.817749	
4400000.000000	1075.000000	0.506800	238644.460000	840.777457	
4400000.000000	1080.000000	0.508300	239969.734000	844.406321	
4400000.000000	1085.000000	0.509800	241311.639000	848.075061	
4400000.000000	1090.000000	0.511400	242660.676000	851.760878	
4400000.000000	1095.000000	0.512900	244013.719000	855.456254	
4400000.000000	1100.000000	0.514400	245369.206000	859.157416	
4400000.000000	1105.000000	0.515900	246726.206000	862.862110	
4400000.000000	1110.000000	0.517400	248084.105000	866.568845	
4400000.000000	1115.000000	0.518900	249442.475000	870.276569	
4400000.000000	1120.000000	0.520500	250794.722000	873.985310	
4400000.000000	1125.000000	0.522000	252153.077000	877.692865	
4400000.000000	1130.000000	0.523500	253511.158000	881.399562	
4400000.000000	1135.000000	0.525000	254868.815000	885.105024	
4400000.000000	1140.000000	0.526400	256225.928000	888.808940	
4400000.000000	1145.000000	0.527900	257582.396000	892.511051	
4400000.000000	1150.000000	0.529300	258938.135000	896.211140	
4400000.000000	1155.000000	0.530800	260293.077000	899.909021	
4400000.000000	1160.000000	0.532200	261647.163000	903.604536	
4400000.000000	1165.000000	0.533600	263000.342000	907.297545	
4400000.000000	1170.000000	0.535000	264352.213000	910.987913	
4400000.000000	1175.000000	0.536400	265703.442000	914.675561	
4400000.000000	1180.000000	0.537800	267053.650000	918.360384	
4400000.000000	1185.000000	0.539200	268402.811000	922.042298	
4400000.000000	1190.000000	0.540600	269750.900000	925.721230	
4400000.000000	1195.000000	0.542000	271097.895000	929.397112	
4400000.000000	1200.000000	0.543300	272443.779000	933.069885	
4400000.000000	1205.000000	0.544700	273788.534000	936.739496	
4400000.000000	1210.000000	0.546000	275132.151000	940.405893	
4400000.000000	1215.000000	0.547400	276474.609000	944.069035	
4400000.000000	1220.000000	0.548700	277815.900000	947.728881	
4400000.000000	1225.000000	0.550000	279156.015000	951.385394	
4400000.000000	1230.000000	0.551400	280494.946000	955.038540	
4400000.000000	1235.000000	0.552700	281832.685000	958.688288	
4400000.000000	1240.000000	0.554000	283169.260000	962.334598	
4400000.000000	1245.000000	0.555300	284504.596000	965.977466	
4400000.000000	1250.000000	0.556600	285838.724000	969.616859	
4400000.000000	1255.000000	0.557900	287171.637000	973.252752	
4400000.000000	1260.000000	0.559100	288503.333000	976.885126	
4400000.000000	1265.000000	0.560400	289833.808000	980.513962	
4400000.000000	1270.000000	0.561700	291163.060000	984.139241	
4400000.000000	1275.000000	0.562900	292491.086000	987.760948	
4400000.000000	1280.000000	0.564200	293817.891000	991.379067	
4400000.000000	1285.000000	0.565400	295143.087000	994.993613	
4400000.000000	1290.000000	0.566600	296465.313000	998.606018	
4400000.000000	1295.000000	0.567900	297788.311000	1002.213356	
4400000.000000	1300.000000	0.569100	299110.073000	1005.817057	
4400000.000000	1305.000000	0.570300	300430.597000	1009.417110	
4400000.000000	1310.000000	0.571500	301749.885000	1013.014379	
4400000.000000	1315.000000	0.572700	303067.950000	1016.607088	
4400000.000000	1320.000000	0.573900	304384.766000	1020.196120	
4400000.000000	1325.000000	0.575100	305700.347000	1023.781469	
4400000.000000	1330.000000	0.576300	307014.692000	1027.363124	
4400000.000000	1335.000000	0.577400	308327.791000	1030.941081	
4400000.000000	1340.000000	0.578600	309639.657000	1034.515332	
4400000.000000	1345.000000	0.579800	310950.302000	1038.085868	
4400000.000000	1350.000000	0.580900	312259.786000	1041.652682	
4400000.000000	1355.000000	0.582100	313567.978000	1045.215774	
4400000.000000	1360.000000	0.583200	314874.905000	1048.775138	
4400000.000000	1365.000000	0.584400	316180.594000	1052.330767	
4400000.000000	1370.000000	0.585500	317485.054000	1055.882655	
4400000.000000	1375.000000	0.586600	318788.284000	1059.430799	
4400000.000000	1380.000000	0.587700	320090.283000	1062.975194	
4400000.000000	1385.000000	0.588800	321391.522000	1066.515994	
4400000.000000	1390.000000	0.590000	322691.085000	1070.052889	
4400000.000000	1395.000000	0.591100	323989.417000	1073.586024	
4400000.000000	1400.000000	0.592200	325286.564000	1077.115393	
4400000.000000	1405.000000	0.593200	326582.588000	1080.640984	
4400000.000000	1410.000000	0.594300	327877.390000	1084.162806	
4400000.000000	1415.000000	0.595400	329170.974000	1087.680855	
4400000.000000	1420.000000	0.596500	330463.340000	1091.195128	
4400000.000000	1425.000000	0.597500	331754.489000	1094.705624	
4400000.000000	1430.000000	0.598600	333044.423000	1098.212338	
4400000.000000	1435.000000	0.599700	334332.662000	1101.715081	
4400000.000000	1440.000000	0.600700	335620.179000	1105.214229	
4400000.000000	1445.000000	0.601700	336906.488000	1108.709591	
4400000.000000	1450.000000	0.602800	338191.588000	1112.201165	
4400000.000000	1455.000000	0.603700	339483.319000	1115.688323	
4400000.000000	1460.000000	0.604700	340765.519000	1119.172358	
4400000.000000	1465.000000	0.605800	342046.507000	1122.652599	
4400000.000000	1470.000000	0.606800	343326.283000	1126.129043	
4400000.000000	1475.000000	0.607800	344604.849000	1129.601691	
4400000.000000	1480.000000	0.608800	345882.207000	1133.070539	
4400000.000000	1485.000000	0.609800	347158.356000	1136.535588	
4400000.000000	1490.000000	0.610900	348430.556000	1139.997057	
4400000.000000	1495.000000	0.612000	349698.560000	1143.453403	
4400000.000000	1500.000000	0.612900	350974.679000	1146.907454	
4400000.000000	1505.000000	0.612600	352337.117000	1150.351538	
4400000.000000	1510.000000	0.611800	353728.377000	1153.789016	
4400000.000000	1515.000000	0.611000	355120.047000	1157.222774	
4400000.000000	1520.000000	0.610200	356512.137000	1160.652817	
4400000.000000	1525.000000	0.609400	357904.658000	1164.079146	
4400000.000000	1530.000000	0.608700	359297.620000	1167.501765	
4400000.000000	1535.000000	0.607900	360691.033000	1170.920676	
4400000.000000	1540.000000	0.607100	362084.908000	1174.335882	
4400000.000000	1545.000000	0.606300	363479.255000	1177.747386	
4400000.000000	1550.000000	0.605500	364874.085000	1181.155191	
4400000.000000	1555.000000	0.604700	366269.407000	1184.559300	
4400000.000000	1560.000000	0.603900	367665.233000	1187.959717	
4400000.000000	1565.000000	0.603000	369068.622000	1191.356010	
4400000.000000	1570.000000	0.602200	370461.333000	1194.749309	
4400000.000000	1575.000000	0.601500	371854.564000	1198.138918	
4400000.000000	1580.000000	0.600500	373260.197000	1201.524140	
4400000.000000	1585.000000	0.599700	374658.768000	1204.906143	
4400000.000000	1590.000000	0.599000	376051.332000	1208.284850	
4400000.000000	1595.000000	0.598200	377450.970000	1211.659509	
4400000.000000	1600.000000	0.597300	378851.195000	1215.030502	
4400000.000000	1605.000000	0.596500	380252.017000	1218.397831	
4400000.000000	1610.000000	0.595700	381653.447000	1221.761502	
4400000.000000	1615.000000	0.594900	383055.495000	1225.121517	
4400000.000000	1620.000000	0.594000	384458.171000	1228.477880	
4400000.000000	1625.000000	0.593200	385861.487000	1231.830594	
4400000.000000	1630.000000	0.592400	387265.452000	1235.179663	
4400000.000000	1635.000000	0.591500	388669.665000	1238.525043	
4400000.000000	1640.000000	0.590700	390074.948000	1241.866831	
4400000.000000	1645.000000	0.589800	391480.912000	1245.204985	
4400000.000000	1650.000000	0.589000	392887.567000	1248.539509	
4400000.000000	1655.000000	0.588200	394294.919000	1251.870409	
4400000.000000	1660.000000	0.587300	395702.994000	1255.197681	
4400000.000000	1665.000000	0.586500	397111.786000	1258.521336	
4400000.000000	1670.000000	0.585600	398521.314000	1261.841377	
4400000.000000	1675.000000	0.584800	399931.585000	1265.157807	
4400000.000000	1680.000000	0.583900	401342.612000	1268.470629	
4400000.000000	1685.000000	0.583100	402754.404000	1271.779848	
4400000.000000	1690.000000	0.582200	404166.972000	1275.085467	
4400000.000000	1695.000000	0.581400	405580.327000	1278.387491	
4400000.000000	1700.000000	0.580500	406994.480000	1281.685923	
4400000.000000	1705.000000	0.579700	408409.442000	1284.980768	
4400000.000000	1710.000000	0.578800	409825.222000	1288.272029	
4400000.000000	1715.000000	0.578000	411241.833000	1291.559710	
4400000.000000	1720.000000	0.577100	412659.284000	1294.843816	
4400000.000000	1725.000000	0.576300	414077.721000	1298.124346	
4400000.000000	1730.000000	0.575400	415496.883000	1301.401312	
4400000.000000	1735.000000	0.574500	416916.918000	1304.674716	
4400000.000000	1740.000000	0.573700	418337.836000	1307.944561	
4400000.000000	1745.000000	0.572800	419759.650000	1311.210850	
4400000.000000	1750.000000	0.572000	421182.368000	1314.473589	
4400000.000000	1755.000000	0.571100	422606.003000	1317.732781	
4400000.000000	1760.000000	0.570300	424030.566000	1320.988431	
4400000.000000	1765.000000	0.569400	425456.066000	1324.240542	
4400000.000000	1770.000000	0.568500	426882.516000	1327.489119	
4400000.000000	1775.000000	0.567700	428309.926000	1330.734166	
4400000.000000	1780.000000	0.566800	429738.306000	1333.975688	
4400000.000000	1785.000000	0.566000	431167.669000	1337.213688	
4400000.000000	1790.000000	0.565100	432598.025000	1340.448171	
4400000.000000	1795.000000	0.564200	434029.385000	1343.679141	
4400000.000000	1800.000000	0.563400	435461.760000	1346.906603	
4400000.000000	1805.000000	0.562500	436895.161000	1350.130561	
4400000.000000	1810.000000	0.561600	438329.600000	1353.351019	
4400000.000000	1815.000000	0.560800	439765.774000	1356.569456	
4400000.000000	1820.000000	0.559900	441202.343000	1359.782972	
4400000.000000	1825.000000	0.559100	442639.984000	1362.993002	
4400000.000000	1830.000000	0.558200	444078.707000	1366.199551	
4400000.000000	1835.000000	0.557300	445518.525000	1369.402623	
4400000.000000	1840.000000	0.556500	446959.447000	1372.602222	
4400000.000000	1845.000000	0.555600	448401.486000	1375.798353	
4400000.000000	1850.000000	0.554800	449844.669000	1378.991026	
4400000.000000	1855.000000	0.553900	451288.975000	1382.180235	
4400000.000000	1860.000000	0.553000	452734.431000	1385.365989	
4400000.000000	1865.000000	0.552200	454181.050000	1388.548293	
4400000.000000	1870.000000	0.551300	455628.842000	1391.727152	
4400000.000000	1875.000000	0.550500	457077.819000	1394.902570	
4400000.000000	1880.000000	0.549600	458527.992000	1398.074551	
4400000.000000	1885.000000	0.548700	459979.372000	1401.243101	
4400000.000000	1890.000000	0.547900	461431.870000	1404.408224	
4400000.000000	1895.000000	0.547000	462885.703000	1407.569923	
4400000.000000	1900.000000	0.546200	464340.779000	1410.728204	
4400000.000000	1905.000000	0.545300	465797.110000	1413.883072	
4400000.000000	1910.000000	0.544400	467254.706000	1417.034531	
4400000.000000	1915.000000	0.543600	468713.579000	1420.182586	
4400000.000000	1920.000000	0.542700	470173.742000	1423.327241	
4400000.000000	1925.000000	0.541900	471635.206000	1426.468502	
4400000.000000	1930.000000	0.541000	473097.981000	1429.606374	
4400000.000000	1935.000000	0.540200	474562.083000	1432.740859	
4400000.000000	1940.000000	0.539300	476027.521000	1435.871963	
4400000.000000	1945.000000	0.538500	477494.308000	1438.999691	
4400000.000000	1950.000000	0.537600	478962.455000	1442.124048	
4400000.000000	1955.000000	0.536800	480431.975000	1445.245038	
4400000.000000	1960.000000	0.535900	481902.879000	1448.362666	
4400000.000000	1965.000000	0.535100	483375.180000	1451.476938	
4400000.000000	1970.000000	0.534200	484848.889000	1454.587857	
4400000.000000	1975.000000	0.533400	486324.020000	1457.695430	
4400000.000000	1980.000000	0.532500	487800.583000	1460.799659	
4400000.000000	1985.000000	0.531700	489278.591000	1463.900551	
4400000.000000	1990.000000	0.530800	490758.057000	1466.998109	
4400000.000000	1995.000000	0.530000	492238.992000	1470.092340	
4400000.000000	2000.000000	0.529100	493721.409000	1473.183248	
4600000.000000	1000.000000	0.477100	211160.828000	782.286580	
4600000.000000	1005.000000	0.479100	212703.701000	786.538099	
4600000.000000	1010.000000	0.481000	214245.969000	790.788603	
4600000.000000	1015.000000	0.483000	215787.627000	795.038109	
4600000.000000	1020.000000	0.484900	217328.696000	799.286632	
4600000.000000	1025.000000	0.486800	218869.199000	803.534183	
4600000.000000	1030.000000	0.488700	220409.155000	807.780775	
4600000.000000	1035.000000	0.490600	221948.586000	812.026421	
4600000.000000	1040.000000	0.492500	223487.510000	816.271133	
4600000.000000	1045.000000	0.494400	225025.947000	820.514922	
4600000.000000	1050.000000	0.496200	226563.916000	824.757800	
4600000.000000	1055.000000	0.498100	228101.436000	828.999778	
4600000.000000	1060.000000	0.499900	229638.524000	833.240867	
4600000.000000	1065.000000	0.501700	231175.499000	837.481039	
4600000.000000	1070.000000	0.503500	232711.788000	841.721091	
4600000.000000	1075.000000	0.505200	234141.285000	845.697200	
4600000.000000	1080.000000	0.506700	235435.850000	849.340706	
4600000.000000	1085.000000	0.508200	236746.664000	853.024313	
4600000.000000	1090.000000	0.509700	238064.437000	856.725099	
4600000.000000	1095.000000	0.511300	239386.114000	860.435506	
4600000.000000	1100.000000	0.512800	240710.165000	864.151740	
4600000.000000	1105.000000	0.514300	242035.680000	867.871536	
4600000.000000	1110.000000	0.515800	243362.061000	871.593395	
4600000.000000	1115.000000	0.517300	244688.887000	875.316258	
4600000.000000	1120.000000	0.518700	246015.849000	879.039342	
4600000.000000	1125.000000	0.520200	247342.713000	882.762047	
4600000.000000	1130.000000	0.521700	248669.294000	886.483901	
4600000.000000	1135.000000	0.523300	249989.037000	890.205332	
4600000.000000	1140.000000	0.524700	251314.557000	893.924415	
4600000.000000	1145.000000	0.526200	252639.434000	897.641692	
